"","status","family","pval","qval","genes","num_cells_expressed"
"Angptl4","OK","negbinomial.size",5.86504854823678e-05,0.000721020437902188,"Angptl4",84
"Dbf4","OK","negbinomial.size",0.00689107321637109,0.0404021321138613,"Dbf4",109
"Armc6","OK","negbinomial.size",0.00606675416804194,0.0364463233537577,"Armc6",30
"Braf","OK","negbinomial.size",0.00361518547415136,0.0241742356239541,"Braf",230
"Puf60","OK","negbinomial.size",0.00310663757093913,0.0213261650771163,"Puf60",241
"Cse1l","OK","negbinomial.size",6.79040474442063e-07,1.27448209802121e-05,"Cse1l",189
"Baz1b","OK","negbinomial.size",0.00790459702409211,0.0447190401310841,"Baz1b",213
"Top3a","OK","negbinomial.size",0.000579605699474376,0.00529766710155101,"Top3a",55
"Chaf1a","OK","negbinomial.size",1.58810767193775e-08,4.02489199149063e-07,"Chaf1a",99
"Mcm2","OK","negbinomial.size",2.52392622515854e-07,5.13255661835051e-06,"Mcm2",160
"Cd97","OK","negbinomial.size",0.00251986246616201,0.0180117354841772,"Cd97",46
"Lamb1","OK","negbinomial.size",0.00014760523458468,0.00164056209053755,"Lamb1",231
"Bcam","OK","negbinomial.size",0.00177751046173059,0.0135665872005614,"Bcam",62
"Apoe","OK","negbinomial.size",0.00546635395152432,0.0336003435218052,"Apoe",136
"Mical3","OK","negbinomial.size",0.000674696140343154,0.00599690828538811,"Mical3",27
"Zfp959","OK","negbinomial.size",0.000583979786366381,0.00532541383487814,"Zfp959",29
"Mob3a","OK","negbinomial.size",6.19667140127447e-05,0.000760222677461596,"Mob3a",83
"Rabac1","OK","negbinomial.size",0.000173602070797517,0.00189423027340947,"Rabac1",117
"Rab3b","OK","negbinomial.size",5.86292673239528e-05,0.000721020437902188,"Rab3b",21
"Fcgrt","OK","negbinomial.size",1.37939634524892e-13,6.53406911636366e-12,"Fcgrt",121
"Ncstn","OK","negbinomial.size",0.00694992594785473,0.0407071962902561,"Ncstn",145
"Impdh1","OK","negbinomial.size",0.00447129709910825,0.0287574749310642,"Impdh1",30
"Prodh","OK","negbinomial.size",4.85061310385567e-06,7.70995587493011e-05,"Prodh",31
"Fosb","OK","negbinomial.size",0.00305034654021782,0.0210961683954693,"Fosb",191
"As3mt","OK","negbinomial.size",0.0057855075586133,0.0351995941524806,"As3mt",82
"Cp","OK","negbinomial.size",4.88084109860418e-06,7.73739710412193e-05,"Cp",19
"Snrnp200","OK","negbinomial.size",0.000451256174187072,0.00434056805098395,"Snrnp200",201
"Insig2","OK","negbinomial.size",0.000382258270320971,0.00376176172532682,"Insig2",101
"Adck4","OK","negbinomial.size",0.00064745639351268,0.00580231754456521,"Adck4",25
"Brd8","OK","negbinomial.size",0.00221259361730157,0.0162244014974972,"Brd8",257
"Kif20a","OK","negbinomial.size",1.7984874345124e-11,6.7724115160172e-10,"Kif20a",193
"Dnase2a","OK","negbinomial.size",6.60278585793143e-05,0.000802621739166268,"Dnase2a",34
"Nfat5","OK","negbinomial.size",0.000634865470670176,0.00570661831580564,"Nfat5",222
"Fancl","OK","negbinomial.size",0.000775528714974632,0.00675236051834587,"Fancl",135
"Gstm7","OK","negbinomial.size",4.92416509128317e-05,0.000612927619339387,"Gstm7",61
"Stat3","OK","negbinomial.size",0.00456040664564411,0.0291421703046326,"Stat3",75
"Ptrf","OK","negbinomial.size",2.08926454860921e-48,9.97582036669926e-46,"Ptrf",191
"Dnmt1","OK","negbinomial.size",0.000130714379510264,0.00148180204008929,"Dnmt1",175
"Angptl2","OK","negbinomial.size",0.000258223629991227,0.00266184410294065,"Angptl2",91
"Ikbkg","OK","negbinomial.size",0.00611310230706706,0.036687834207873,"Ikbkg",100
"Ptpn6","OK","negbinomial.size",3.08404041646921e-11,1.11897235414568e-09,"Ptpn6",31
"Pde1c","OK","negbinomial.size",0.00450140580639687,0.0289044008127807,"Pde1c",25
"Coro1c","OK","negbinomial.size",0.00455987295734695,0.0291421703046326,"Coro1c",155
"Ndrg2","OK","negbinomial.size",7.87808645815679e-22,8.47213676135294e-20,"Ndrg2",49
"Mcoln1","OK","negbinomial.size",0.000124316033179813,0.00141734526080939,"Mcoln1",34
"Arhgef18","OK","negbinomial.size",0.00316991317498732,0.0216595612878212,"Arhgef18",67
"Stxbp2","OK","negbinomial.size",2.46513359247427e-23,2.97235350438034e-21,"Stxbp2",106
"Arid3b","OK","negbinomial.size",0.00196323387598763,0.0147298068998519,"Arid3b",69
"Dlst","OK","negbinomial.size",0.0040547980599997,0.0265125762322374,"Dlst",126
"Pgf","OK","negbinomial.size",0.000153897228824647,0.00170000784797539,"Pgf",35
"Ulk2","OK","negbinomial.size",0.00427514448293442,0.0277199346511614,"Ulk2",103
"Srpk1","OK","negbinomial.size",0.00413021811552364,0.0269213657174622,"Srpk1",252
"Crabp2","OK","negbinomial.size",1.58141098721315e-33,3.77546059087268e-31,"Crabp2",134
"Nes","OK","negbinomial.size",0.000950302169637018,0.00793824842474254,"Nes",60
"Cd44","OK","negbinomial.size",8.23689120972761e-16,4.96584698841003e-14,"Cd44",27
"Wisp1","OK","negbinomial.size",2.15931192981547e-21,2.18438190730571e-19,"Wisp1",88
"Ndrg1","OK","negbinomial.size",5.0693550730843e-06,7.99377694945935e-05,"Ndrg1",29
"Man2b1","OK","negbinomial.size",2.78254914015531e-05,0.000365404720418415,"Man2b1",58
"Polr2a","OK","negbinomial.size",0.00345892774432578,0.0233009144943662,"Polr2a",226
"G6pc2","OK","negbinomial.size",5.69281624582112e-19,4.53034316842445e-17,"G6pc2",32
"Prlr","OK","negbinomial.size",1.96509571362143e-11,7.37652438160347e-10,"Prlr",11
"Slc1a3","OK","negbinomial.size",0.000550623976337834,0.00506769345068984,"Slc1a3",123
"Nid1","OK","negbinomial.size",1.35792308548606e-21,1.40952416273453e-19,"Nid1",212
"Il27ra","OK","negbinomial.size",4.42804808541147e-05,0.000557569725691527,"Il27ra",10
"Ddx39","OK","negbinomial.size",0.00330914143301642,0.0224592718500002,"Ddx39",160
"Celf1","OK","negbinomial.size",0.00114659556938159,0.00934260157795774,"Celf1",206
"Mef2c","OK","negbinomial.size",0.00671689389499841,0.0395557782065102,"Mef2c",75
"Eif4g2","OK","negbinomial.size",2.5375424372644e-05,0.000338050906470192,"Eif4g2",281
"Mrvi1","OK","negbinomial.size",1.75176588274834e-10,5.71334135037346e-09,"Mrvi1",43
"Mthfd2","OK","negbinomial.size",3.28944222352257e-08,7.90061807287503e-07,"Mthfd2",103
"Cs","OK","negbinomial.size",0.00382698723904186,0.0253370752481656,"Cs",172
"Ampd3","OK","negbinomial.size",0.000671107755199569,0.00597390997301808,"Ampd3",18
"Ctcf","OK","negbinomial.size",0.0010417445126281,0.00859979546835518,"Ctcf",204
"Ranbp1","OK","negbinomial.size",0.000973921398947442,0.00810718252387421,"Ranbp1",270
"Sqrdl","OK","negbinomial.size",8.44083062307144e-22,8.91665443784104e-20,"Sqrdl",12
"Gata6","OK","negbinomial.size",1.08131745593223e-06,1.93228839393159e-05,"Gata6",192
"Apc","OK","negbinomial.size",0.00664426337211297,0.0391912479312217,"Apc",165
"Ergic3","OK","negbinomial.size",0.00504023594205182,0.0315001552043312,"Ergic3",234
"Nr2c1","OK","negbinomial.size",8.71045351124989e-05,0.00103356544298002,"Nr2c1",54
"Smpd4","OK","negbinomial.size",0.00242339370668374,0.0174580873124223,"Smpd4",118
"Tuft1","OK","negbinomial.size",1.83016153682107e-05,0.000251979680104188,"Tuft1",21
"Tpr","OK","negbinomial.size",0.00881199775545451,0.0485188271249356,"Tpr",264
"Htra1","OK","negbinomial.size",1.57729039046603e-11,5.97717948920411e-10,"Htra1",51
"Zbtb17","OK","negbinomial.size",0.000196734558489796,0.00210809732916759,"Zbtb17",87
"Fblim1","OK","negbinomial.size",2.95833519763939e-06,4.90744355437643e-05,"Fblim1",176
"Tmbim1","OK","negbinomial.size",8.20466167442108e-16,4.96584698841003e-14,"Tmbim1",33
"Susd2","OK","negbinomial.size",0.00201407508318271,0.01502625891747,"Susd2",19
"Ggt5","OK","negbinomial.size",3.10908662876993e-25,4.52599598629593e-23,"Ggt5",50
"Gcat","OK","negbinomial.size",1.50851517832362e-06,2.64422109892056e-05,"Gcat",100
"Cdc20","OK","negbinomial.size",0.0043996050854823,0.0283574977890941,"Cdc20",82
"Rnf114","OK","negbinomial.size",1.83561225291755e-05,0.000252438979989363,"Rnf114",155
"Epha2","OK","negbinomial.size",1.37634087303909e-07,2.92858841380885e-06,"Epha2",30
"Ptbp1","OK","negbinomial.size",0.00101119837975099,0.0083824132354775,"Ptbp1",232
"Runx1t1","OK","negbinomial.size",0.000278730856119595,0.00284863889511952,"Runx1t1",207
"Cdk4","OK","negbinomial.size",2.59473645451407e-05,0.000344148545083717,"Cdk4",287
"Sulf2","OK","negbinomial.size",1.86502128657486e-10,6.06614689314553e-09,"Sulf2",275
"Ezh1","OK","negbinomial.size",0.000258011119344568,0.00266184410294065,"Ezh1",80
"Ctnnb1","OK","negbinomial.size",0.001260678653211,0.0101065957578104,"Ctnnb1",267
"Psmd2","OK","negbinomial.size",0.0004597371519754,0.0044114810153781,"Psmd2",241
"Vars","OK","negbinomial.size",0.00167980001088094,0.0129301653984693,"Vars",98
"Atp1a2","OK","negbinomial.size",1.48179384543782e-05,0.00021100019355117,"Atp1a2",29
"Scube2","OK","negbinomial.size",4.88596494334385e-32,1.0604320641581e-29,"Scube2",21
"Dennd2c","OK","negbinomial.size",5.55587324693641e-08,1.28279417695706e-06,"Dennd2c",14
"Cav1","OK","negbinomial.size",0.00176977981119794,0.0135335436298973,"Cav1",47
"Id3","OK","negbinomial.size",0.00330775075443615,0.0224592718500002,"Id3",264
"Fhl2","OK","negbinomial.size",1.01096648734156e-11,3.94376044424712e-10,"Fhl2",79
"Cers4","OK","negbinomial.size",0.00233739141038597,0.016930486204962,"Cers4",83
"Mgst1","OK","negbinomial.size",0.000577246882753091,0.00528825482687924,"Mgst1",196
"Nfib","OK","negbinomial.size",1.04165618353755e-06,1.86420537674478e-05,"Nfib",283
"Ap1b1","OK","negbinomial.size",1.28919805389363e-11,4.91666363237323e-10,"Ap1b1",160
"Bcl2l13","OK","negbinomial.size",0.00291738479221463,0.0203416017901087,"Bcl2l13",98
"Trpm5","OK","negbinomial.size",0.00330952996432524,0.0224592718500002,"Trpm5",40
"Rarres2","OK","negbinomial.size",5.12991950355927e-24,6.58449990472978e-22,"Rarres2",152
"Pttg1ip","OK","negbinomial.size",0.00548020084509238,0.0336508011768867,"Pttg1ip",189
"Nav1","OK","negbinomial.size",1.71194823564742e-08,4.28417737713277e-07,"Nav1",133
"Tex15","OK","negbinomial.size",4.6983293789482e-07,9.01671347210686e-06,"Tex15",49
"Dmap1","OK","negbinomial.size",0.00774041585557441,0.0440406787740666,"Dmap1",97
"Mcu","OK","negbinomial.size",0.00425178838055091,0.0275984762907212,"Mcu",164
"Snap47","OK","negbinomial.size",1.07248670834073e-05,0.000158248131489039,"Snap47",161
"Slc38a3","OK","negbinomial.size",0.000866026427350504,0.00735783449343984,"Slc38a3",22
"Tmem86a","OK","negbinomial.size",7.92910734615495e-12,3.14451011265952e-10,"Tmem86a",48
"Ebf3","OK","negbinomial.size",0.00160094019330727,0.0124174289067634,"Ebf3",10
"Plcd1","OK","negbinomial.size",0.00764528816193514,0.0435755777415723,"Plcd1",57
"Kdelr3","OK","negbinomial.size",4.56688895668613e-06,7.32727869300568e-05,"Kdelr3",41
"Odc1","OK","negbinomial.size",0.00853552476019955,0.0473459846944712,"Odc1",163
"Git1","OK","negbinomial.size",0.00512519562602439,0.0318643021811735,"Git1",99
"Kif11","OK","negbinomial.size",9.16519958016458e-13,4.03708440547692e-11,"Kif11",96
"Ptprs","OK","negbinomial.size",4.17184821312397e-05,0.000526977271111755,"Ptprs",294
"Igf2bp1","OK","negbinomial.size",7.52308875814478e-28,1.32063397802903e-25,"Igf2bp1",167
"Aldh1a2","OK","negbinomial.size",7.03253041936236e-79,9.32747951288094e-76,"Aldh1a2",150
"Ndufs2","OK","negbinomial.size",0.00223033257185209,0.0163334232577904,"Ndufs2",176
"Cacybp","OK","negbinomial.size",0.00293847205478675,0.020476673040274,"Cacybp",231
"Glis2","OK","negbinomial.size",1.32463358844646e-05,0.000191662438124672,"Glis2",141
"Bicc1","OK","negbinomial.size",6.24948883044039e-08,1.42366694978945e-06,"Bicc1",137
"Mertk","OK","negbinomial.size",3.2591488851139e-05,0.000422874567843528,"Mertk",64
"Piezo1","OK","negbinomial.size",0.00800050632854851,0.0451332911360508,"Piezo1",121
"Kif1a","OK","negbinomial.size",0.00481190294779735,0.0304074565843605,"Kif1a",39
"Stc1","OK","negbinomial.size",2.99763927146404e-07,5.96380333057771e-06,"Stc1",59
"Gata2","OK","negbinomial.size",2.23231397832129e-08,5.52845061394632e-07,"Gata2",75
"Slc25a13","OK","negbinomial.size",2.11875318339926e-10,6.83555587844242e-09,"Slc25a13",97
"Ube2i","OK","negbinomial.size",0.00732774914453406,0.04231801719318,"Ube2i",258
"Hmgb3","OK","negbinomial.size",0.000606543512830982,0.00549340661051854,"Hmgb3",245
"Map2","OK","negbinomial.size",0.00155550512487032,0.0121122404928747,"Map2",45
"Cyp2j9","OK","negbinomial.size",0.000357669643584747,0.0035490461641489,"Cyp2j9",11
"Abca1","OK","negbinomial.size",9.00576505981127e-05,0.00106437443088086,"Abca1",70
"Dennd6b","OK","negbinomial.size",0.00025633543702059,0.00265153909160727,"Dennd6b",31
"Ace2","OK","negbinomial.size",8.33412445445141e-30,1.65807406021311e-27,"Ace2",24
"Fam163a","OK","negbinomial.size",2.94017193430503e-08,7.13350251621934e-07,"Fam163a",13
"Arnt","OK","negbinomial.size",0.0087451555122452,0.0482397972965208,"Arnt",113
"Gata5","OK","negbinomial.size",5.67959748817993e-19,4.53034316842445e-17,"Gata5",30
"Lama5","OK","negbinomial.size",9.79056305566632e-11,3.30141105072002e-09,"Lama5",58
"Prpf3","OK","negbinomial.size",0.00742711740405731,0.042644300361824,"Prpf3",121
"Anp32e","OK","negbinomial.size",2.09495047891477e-05,0.000286126131199149,"Anp32e",187
"Eps8","OK","negbinomial.size",5.97882307719616e-07,1.13284462019826e-05,"Eps8",33
"Med22","OK","negbinomial.size",0.00451662039986658,0.02897092837894,"Med22",133
"Nfe2l2","OK","negbinomial.size",0.00120430128960798,0.00972648477269987,"Nfe2l2",149
"Ncapg","OK","negbinomial.size",4.47932755989655e-07,8.63808288893136e-06,"Ncapg",114
"Cacna1d","OK","negbinomial.size",0.000646124290358104,0.00579473001803508,"Cacna1d",28
"Skiv2l2","OK","negbinomial.size",3.33001299079318e-05,0.0004311319422028,"Skiv2l2",200
"Celsr1","OK","negbinomial.size",0.00627639010544049,0.0375169097088849,"Celsr1",80
"Camk1g","OK","negbinomial.size",0.000125597720193814,0.0014278666532891,"Camk1g",49
"Syt14","OK","negbinomial.size",5.88897699269924e-12,2.37488913384631e-10,"Syt14",37
"Nelfcd","OK","negbinomial.size",4.6280481335609e-05,0.000581526427055963,"Nelfcd",155
"Slc25a5","OK","negbinomial.size",0.00389509950842934,0.0256829813996506,"Slc25a5",269
"Pls3","OK","negbinomial.size",0.00861799544063996,0.0476365939381296,"Pls3",218
"Wt1","OK","negbinomial.size",0.00861984107450449,0.0476365939381296,"Wt1",253
"Cd34","OK","negbinomial.size",2.65303654953941e-101,7.91732432296298e-98,"Cd34",58
"Lamp2","OK","negbinomial.size",4.69259295313239e-15,2.5577845699334e-13,"Lamp2",262
"Eif3d","OK","negbinomial.size",0.00524749688084965,0.0324892999308622,"Eif3d",214
"Nup50","OK","negbinomial.size",0.00126910801430833,0.0101673438703346,"Nup50",152
"Sulf1","OK","negbinomial.size",9.32605087950494e-06,0.000139505099434399,"Sulf1",188
"Il13ra1","OK","negbinomial.size",9.67715128503973e-08,2.11568049248204e-06,"Il13ra1",41
"Rnd3","OK","negbinomial.size",0.000511541830893103,0.0047668031501725,"Rnd3",225
"Brca1","OK","negbinomial.size",4.53166329329424e-09,1.22941965300121e-07,"Brca1",90
"Vps53","OK","negbinomial.size",0.00135944027050734,0.01079683200868,"Vps53",82
"Nlk","OK","negbinomial.size",0.00720592421967972,0.0417964613266845,"Nlk",132
"Aldoc","OK","negbinomial.size",0.00822149751215244,0.0460299578209106,"Aldoc",20
"Stac2","OK","negbinomial.size",0.000144260363537259,0.00160787671292648,"Stac2",24
"Cacnb4","OK","negbinomial.size",0.000891226758575408,0.00752374385934558,"Cacnb4",44
"Plxdc1","OK","negbinomial.size",2.9662678559892e-06,4.90744355437643e-05,"Plxdc1",13
"C1qtnf1","OK","negbinomial.size",9.71001884630919e-06,0.000144524307940639,"C1qtnf1",22
"Timp2","OK","negbinomial.size",0.00012680859111725,0.00144026084887404,"Timp2",177
"Cdc6","OK","negbinomial.size",6.39811257287018e-06,9.88024188646202e-05,"Cdc6",80
"Serinc3","OK","negbinomial.size",1.18389422181528e-11,4.5440981755013e-10,"Serinc3",244
"Birc5","OK","negbinomial.size",3.07130607785146e-05,0.000400242146848394,"Birc5",139
"Wfdc2","OK","negbinomial.size",0.000532078139386449,0.0049235788758574,"Wfdc2",18
"Pltp","OK","negbinomial.size",0.000594158062832122,0.0054017249017723,"Pltp",146
"Slc12a7","OK","negbinomial.size",0.00346760701281256,0.0233451630627003,"Slc12a7",76
"Ptgis","OK","negbinomial.size",5.55787148569647e-07,1.05643808797387e-05,"Ptgis",99
"Cyth3","OK","negbinomial.size",0.00144498532738493,0.0113703295009848,"Cyth3",117
"Pmp22","OK","negbinomial.size",5.67473751701655e-08,1.30518962891381e-06,"Pmp22",227
"Anxa6","OK","negbinomial.size",1.35355280305384e-09,3.9027439154719e-08,"Anxa6",188
"Kif3a","OK","negbinomial.size",0.00665459910157883,0.0392276293706402,"Kif3a",121
"G3bp1","OK","negbinomial.size",0.00148697501993934,0.0116623001399579,"G3bp1",273
"Sparc","OK","negbinomial.size",1.69952046152978e-14,8.78232716419092e-13,"Sparc",293
"Lhx1","OK","negbinomial.size",5.53889319265089e-42,1.83660466779649e-39,"Lhx1",31
"Zbtb4","OK","negbinomial.size",8.54593141176871e-05,0.00101707660281439,"Zbtb4",32
"Smyd4","OK","negbinomial.size",7.14903306396819e-06,0.000109265760548132,"Smyd4",69
"Lsp1","OK","negbinomial.size",0.00753711940979833,0.0431100116889136,"Lsp1",141
"Myh11","OK","negbinomial.size",2.11480204109556e-11,7.86429656216749e-10,"Myh11",26
"Rars","OK","negbinomial.size",0.00843546314288079,0.0469209118622064,"Rars",157
"Tm4sf5","OK","negbinomial.size",1.23166550240115e-20,1.16685643667957e-18,"Tm4sf5",48
"Cxcl16","OK","negbinomial.size",3.05151157294083e-13,1.40640516008474e-11,"Cxcl16",12
"Natd1","OK","negbinomial.size",6.60662501220795e-08,1.49645697857166e-06,"Natd1",107
"Atp6ap1","OK","negbinomial.size",0.00791759428110695,0.044771351460717,"Atp6ap1",143
"Scrn1","OK","negbinomial.size",1.12578156519195e-06,2.0087375999546e-05,"Scrn1",48
"Isyna1","OK","negbinomial.size",2.67390008254709e-19,2.23079431674799e-17,"Isyna1",212
"Mdh2","OK","negbinomial.size",0.00643099693416797,0.0382685994033714,"Mdh2",248
"Rnf145","OK","negbinomial.size",0.00227908676336326,0.0166089491417993,"Rnf145",91
"Lhx9","OK","negbinomial.size",1.13546370324227e-08,2.91484520980709e-07,"Lhx9",128
"Ahr","OK","negbinomial.size",0.00013109205893508,0.00148467353653515,"Ahr",14
"Dpep1","OK","negbinomial.size",2.0245633349089e-12,8.47972369431843e-11,"Dpep1",21
"Ddx39b","OK","negbinomial.size",4.31077242643837e-05,0.000543375823172068,"Ddx39b",266
"Arhgef25","OK","negbinomial.size",0.00161252140828584,0.0124910240432888,"Arhgef25",76
"Gyg","OK","negbinomial.size",0.00465010718878321,0.0295728979821551,"Gyg",140
"Sema6a","OK","negbinomial.size",0.000174548828109821,0.00190282133438076,"Sema6a",141
"L3hypdh","OK","negbinomial.size",1.53895184105547e-06,2.68574095419285e-05,"L3hypdh",56
"Slc35e1","OK","negbinomial.size",8.28355558622798e-06,0.000124849498778792,"Slc35e1",55
"Esr1","OK","negbinomial.size",8.96054677505248e-08,1.97711731707581e-06,"Esr1",60
"Fbxo5","OK","negbinomial.size",9.5306073142872e-08,2.09515395047231e-06,"Fbxo5",101
"Hdac2","OK","negbinomial.size",0.00826419740118868,0.0461843278923171,"Hdac2",218
"Plagl1","OK","negbinomial.size",0.000428673481328557,0.0041467385304854,"Plagl1",183
"Cd164","OK","negbinomial.size",0.00245179734218996,0.017620171507358,"Cd164",254
"Rab32","OK","negbinomial.size",2.97075145560317e-28,5.45567078854385e-26,"Rab32",50
"Rev3l","OK","negbinomial.size",3.49723615404145e-06,5.71087660339162e-05,"Rev3l",190
"Rspo3","OK","negbinomial.size",8.73644966064962e-07,1.59835633226697e-05,"Rspo3",36
"Echdc1","OK","negbinomial.size",0.00442128570686409,0.0284818604872297,"Echdc1",119
"Lama2","OK","negbinomial.size",1.51396952078516e-51,8.21466098618747e-49,"Lama2",86
"Sept10","OK","negbinomial.size",0.00752782182315097,0.0430851201976665,"Sept10",263
"Dcn","OK","negbinomial.size",1.23278357314439e-89,2.94314750252492e-86,"Dcn",153
"Cdk1","OK","negbinomial.size",0.000159231561039914,0.00175184068583728,"Cdk1",155
"Kitl","OK","negbinomial.size",0.00128858153058381,0.0103026106701801,"Kitl",139
"Sgk1","OK","negbinomial.size",0.00705057220495766,0.0411352299171943,"Sgk1",56
"Ikbip","OK","negbinomial.size",0.000149294691203862,0.00165625532425698,"Ikbip",144
