"","Cluster","cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"323","C1","C1","GO:0048592","eye morphogenesis","25/1240","172/23239",4.9919907448596e-06,8.20664732359272e-05,5.91522840094819e-05,"93760/12159/12387/13836/14107/270120/14184/15258/15312/81896/16449/30841/16542/16869/17268/18741/19126/19893/237979/20666/20682/20897/21834/269831/22346",25
"324","C1","C1","GO:0072283","metanephric renal vesicle morphogenesis","7/1240","15/23239",5.336213672275e-06,8.74546129622848e-05,6.30359743742427e-05,"12159/12387/14260/269152/16869/18510/58198",7
"325","C1","C1","GO:0060419","heart growth","19/1240","110/23239",5.36980755868e-06,8.77343942664333e-05,6.32376365452971e-05,"11789/12166/268697/12387/13052/53817/67603/13614/14164/14180/14182/17300/16468/17268/17967/18479/56376/19091/19736",19
"326","C1","C1","GO:0048566","embryonic digestive tract development","10/1240","33/23239",5.40711486837755e-06,8.80729446352294e-05,6.34816585774e-05,"19378/14165/14180/21410/15902/18741/106522/58198/20666/20897",10
"327","C1","C1","GO:0051170","import into nucleus","25/1240","173/23239",5.54442244742368e-06,9.00332819444028e-05,6.48946403310236e-05,"12159/12189/110750/66233/13605/14180/15519/15516/76582/230673/70572/226432/16480/16211/103468/18141/18226/71805/68051/18767/107939/19384/20963/21849/22346",25
"328","C1","C1","GO:0055007","cardiac muscle cell differentiation","22/1240","141/23239",5.68498777742494e-06,9.20344057869709e-05,6.63370204066659e-05,"11464/93760/244810/12159/12301/13052/53817/13614/13642/17295/109272/77579/74103/18479/56376/18741/64082/19091/19736/20541/20679/64930",22
"329","C1","C1","GO:0055017","cardiac muscle tissue growth","18/1240","101/23239",5.98401459001474e-06,9.63251477104739e-05,6.94297228814121e-05,"11789/12166/268697/12387/13052/53817/13614/14164/14180/14182/17300/16468/17268/17967/18479/56376/19091/19736",18
"330","C1","C1","GO:0072594","establishment of protein localization to organelle","42/1240","378/23239",5.98630861477521e-06,9.63251477104739e-05,6.94297228814121e-05,"12159/12189/54377/12461/12462/12465/12466/12468/12469/110750/245474/66233/13605/14180/15519/15516/15510/15505/81896/76582/230673/70572/226432/16480/16211/14725/71735/56428/103468/18141/18226/71805/68051/18767/107939/19384/20963/21454/21849/22346/28084/22631",42
"331","C1","C1","GO:0034332","adherens junction organization","20/1240","121/23239",6.14018222304498e-06,9.85026211612352e-05,7.09992131117556e-05,"320873/320865/12558/12560/12561/12563/12564/23790/12387/109620/13640/14260/16542/77569/212307/208177/19353/108911/19684/64930",20
"332","C1","C1","GO:0042326","negative regulation of phosphorylation","47/1240","445/23239",6.78767299988141e-06,0.000108422068542934,7.81490021255046e-05,"110532/232339/11789/11910/12159/12367/208650/268697/23790/52468/19252/63953/67603/18218/13669/14235/14783/15234/15505/16009/170643/14013/17295/171580/64144/56428/18148/18226/52033/68371/18546/18767/19017/21770/19087/72446/15170/20358/20319/26941/237782/56468/114715/24063/230908/28084/22375",47
"333","C1","C1","GO:0071772","response to BMP","25/1240","175/23239",6.8197685298192e-06,0.000108422068542934,7.81490021255046e-05,"11481/12159/12160/73230/12166/12824/241324/16007/15229/14464/14734/15258/16400/56543/16542/14725/12393/20319/55994/20666/229285/14479/211739/72693/66995",25
"334","C1","C1","GO:0071773","cellular response to BMP stimulus","25/1240","175/23239",6.8197685298192e-06,0.000108422068542934,7.81490021255046e-05,"11481/12159/12160/73230/12166/12824/241324/16007/15229/14464/14734/15258/16400/56543/16542/14725/12393/20319/55994/20666/229285/14479/211739/72693/66995",25
"335","C1","C1","GO:0042476","odontogenesis","19/1240","112/23239",7.05084246445531e-06,0.000111761114884351,8.05557366873826e-05,"11481/11789/12125/12159/12166/94220/12977/12387/13614/14165/17300/15111/15903/16776/17918/18741/12393/71982/67255",19
"336","C1","C1","GO:0022618","ribonucleoprotein complex assembly","29/1240","221/23239",7.21726840922938e-06,0.000114058616824429,8.22117416540039e-05,"72068/231464/432508/53817/13205/13665/13669/55944/217869/27041/23881/237221/14786/15519/15516/29806/67070/67678/27374/214572/68879/56195/19656/70285/100503670/320632/20641/20815/108143",29
"337","C1","C1","GO:0010463","mesenchymal cell proliferation","13/1240","57/23239",7.25569730383422e-06,0.000114325675618278,8.24042336303021e-05,"12159/12166/12387/233651/14180/14182/114142/14734/15111/15289/16542/20682/76365",13
"338","C1","C1","GO:1900087","positive regulation of G1/S transition of mitotic cell cycle","10/1240","34/23239",7.29488440187955e-06,0.000114603065603492,8.26041721745066e-05,"11504/11792/12443/12544/27214/13205/14165/105837/53317/19684",10
"339","C1","C1","GO:0017148","negative regulation of translation","21/1240","133/23239",7.614252439513e-06,0.0001189167072171,8.57133804026912e-05,"12317/53872/72068/231464/13205/72162/13665/192170/74203/107508/14786/11991/140486/16201/64602/83557/75593/17975/20425/636931/64930",21
"340","C1","C1","GO:0031023","microtubule organizing center organization","21/1240","133/23239",7.614252439513e-06,0.0001189167072171,8.57133804026912e-05,"20878/12189/277939/12449/12649/12387/209334/66296/71909/16551/244329/18148/18226/18536/18571/70235/19385/72776/20460/103573/74335",21
"341","C1","C1","GO:0022407","regulation of cell-cell adhesion","42/1240","382/23239",7.77334074104775e-06,0.000121045276642122,8.72476213441878e-05,"208936/109254/11846/12159/12367/208650/12484/12522/53883/13482/63953/13640/13642/17075/13841/13845/223601/14538/15117/15519/15510/15505/16002/16186/16449/269152/16579/240354/108797/94212/18530/21672/19091/15170/19273/19684/56468/54607/20963/76365/269023/328365",42
"342","C1","C1","GO:0006333","chromatin assembly or disassembly","22/1240","144/23239",8.05498827821478e-06,0.000125064291688072,9.01444671578606e-05,"93760/22385/14312/12615/27221/110749/15201/320332/15289/17216/53605/50927/18148/70645/59001/19646/56086/20586/57376/20682/114741/64707",22
"343","C1","C1","GO:0051402","neuron apoptotic process","34/1240","283/23239",8.70375469826395e-06,0.000134743257865252,9.71209209233933e-05,"110532/11603/211064/11783/12125/11799/12367/12704/12387/70433/13841/14062/14184/15258/15516/15510/15505/16392/30841/16542/381293/17242/17865/18039/18008/18148/11545/18546/19017/21672/56086/20474/21834/107449",34
"344","C1","C1","GO:2000826","regulation of heart morphogenesis","11/1240","42/23239",8.84366426639069e-06,0.000136511212949228,9.83952364522538e-05,"12159/12387/14048/17300/14464/15111/16392/16449/19876/268902/20682",11
"345","C1","C1","GO:0008038","neuron recognition","12/1240","50/23239",9.28018357262098e-06,0.000142645453843133,0.000102816705357049,"12367/53870/13723/13838/13845/14432/17967/235472/19283/19876/268902/22631",12
"346","C1","C1","GO:0001759","organ induction","9/1240","28/23239",9.348515619098e-06,0.000142645453843133,0.000102816705357049,"12159/12387/14164/14165/14182/14464/19876/268902/24063",9
"347","C1","C1","GO:0034508","centromere complex assembly","9/1240","28/23239",9.348515619098e-06,0.000142645453843133,0.000102816705357049,"12615/12617/229841/26886/15201/50927/70645/59001/19822",9
"348","C1","C1","GO:0070198","protein localization to chromosome, telomeric region","9/1240","28/23239",9.348515619098e-06,0.000142645453843133,0.000102816705357049,"12461/12462/12465/12466/12468/12469/245474/21454/74493",9
"349","C1","C1","GO:0060070","canonical Wnt signaling pathway","33/1240","272/23239",9.54976260295931e-06,0.000145298680291444,0.000104729111218097,"140577/11789/77578/12558/12560/27373/68588/12387/18163/76441/13205/70433/14165/14180/14184/57265/14366/27041/14734/16392/29806/110648/328949/77583/19273/68031/72780/20319/26941/20682/81004/76365/74493",33
"350","C1","C1","GO:0021537","telencephalon development","31/1240","248/23239",9.65274331890679e-06,0.000146445905781129,0.00010555601415803,"12159/12558/320790/12387/71877/13845/14182/15387/15902/140486/16485/30841/381293/16869/110648/16975/244329/17242/77579/13865/18992/19353/19823/19876/268902/58198/21335/81907/64930/209012/22627",31
"351","C1","C1","GO:0051973","positive regulation of telomerase activity","10/1240","35/23239",9.72616560326886e-06,0.000147139428357144,0.000106055894837264,"20877/12461/12387/245474/219150/53379/11991/15519/15516/21454",10
"352","C1","C1","GO:0060602","branch elongation of an epithelium","8/1240","22/23239",1.04893557534108e-05,0.00015778605963346,0.000113729827104225,"12159/14164/14165/21410/98711/20474/20682/24063",8
"353","C1","C1","GO:0072273","metanephric nephron morphogenesis","8/1240","22/23239",1.04893557534108e-05,0.00015778605963346,0.000113729827104225,"12159/12387/14260/269152/16869/18510/58198/20682",8
"354","C1","C1","GO:0030278","regulation of ossification","29/1240","226/23239",1.11705036960637e-05,0.000167557555440955,0.000120772974840582,"11481/11789/12159/12166/12977/68588/12387/16007/13386/13601/67141/14182/14184/15111/15213/15399/15902/15903/16449/29806/114249/106522/12393/20319/20541/20666/20682/20937/21834",29
"355","C1","C1","GO:0044786","cell cycle DNA replication","11/1240","43/23239",1.13136694397136e-05,0.000168278948809186,0.000121292944369154,"12544/52679/108961/67141/14182/69270/67444/16881/19361/24061/13006",11
"356","C1","C1","GO:0051653","spindle localization","11/1240","43/23239",1.13136694397136e-05,0.000168278948809186,0.000121292944369154,"66165/12615/14048/14165/16211/244329/67052/108907/72080/70385/24063",11
"357","C1","C1","GO:1902808","positive regulation of cell cycle G1/S phase transition","11/1240","43/23239",1.13136694397136e-05,0.000168278948809186,0.000121292944369154,"11504/11792/12443/12544/27214/13205/14056/14165/105837/53317/19684",11
"358","C1","C1","GO:0072132","mesenchyme morphogenesis","12/1240","51/23239",1.15502570547704e-05,0.000171318058549807,0.000123483489124214,"12160/12166/12387/233651/14182/17300/14464/15213/16392/19876/268902/20682",12
"359","C1","C1","GO:0035270","endocrine system development","21/1240","137/23239",1.21880034296421e-05,0.000180273811173814,0.000129938661399145,"71371/12159/12160/12166/14165/14461/15364/21410/15400/15402/16392/17242/18510/18576/18741/18992/19726/20682/20897/21834/22346",21
"360","C1","C1","GO:0090307","mitotic spindle assembly","13/1240","60/23239",1.31919215738381e-05,0.000194580843214112,0.000140250955679752,"20877/66165/107995/16551/71819/16563/16569/16211/17865/26934/24061/13006/72119",13
"361","C1","C1","GO:0048588","developmental cell growth","31/1240","252/23239",1.33329627383376e-05,0.000196116432522361,0.000141357785439847,"20878/12561/12808/12904/12387/20430/56320/53817/70433/13614/13640/13690/13841/71436/15387/15519/15516/18479/56376/19091/19736/116837/20347/20358/235072/20682/229285/20983/81907/360213/225348",31
"362","C1","C1","GO:0010810","regulation of cell-substrate adhesion","27/1240","205/23239",1.37671660902353e-05,0.000201943789887154,0.000145558057296004,"230959/12317/23790/12977/16007/56320/13612/13640/14115/14260/14366/14538/15117/15404/16400/16449/16480/16542/77569/56349/114249/208177/19283/19353/108911/64074/64930",27
"363","C1","C1","GO:0030178","negative regulation of Wnt signaling pathway","22/1240","149/23239",1.4049463696769e-05,0.00020551694829158,0.00014813353632435,"140577/11789/12558/27373/68588/319478/70433/14180/27041/14734/14783/15364/16392/29806/328949/77583/19273/20319/26941/20682/76365/666048",22
"364","C1","C1","GO:1901214","regulation of neuron death","39/1240","353/23239",1.44969634024678e-05,0.000211480427656879,0.000152431922878464,"11603/211064/12125/11799/12367/12387/70433/13642/112405/13665/13841/14062/14184/15258/15516/15510/15505/16392/30841/16542/381293/17242/17865/18039/18008/18148/11545/18546/19017/21672/19179/19283/56086/20474/20618/231637/209456/64930/107449",39
"365","C1","C1","GO:0046822","regulation of nucleocytoplasmic transport","20/1240","128/23239",1.45954273021753e-05,0.000212333476642605,0.000153046787803055,"12159/12189/432508/66233/217378/13605/15519/15516/70572/16480/18226/68051/18767/19250/19387/107829/21849/103573/72322/22627",20
"366","C1","C1","GO:0045778","positive regulation of ossification","17/1240","98/23239",1.5606019271117e-05,0.000226403347294842,0.000163188139709396,"11481/12159/12166/68588/12387/16007/67141/14184/15213/16449/114249/106522/12393/20319/20541/20666/21834",17
"367","C1","C1","GO:0034249","negative regulation of cellular amide metabolic process","22/1240","150/23239",1.56478396341256e-05,0.000226403347294842,0.000163188139709396,"12317/53872/72068/231464/13205/72162/13665/192170/74203/107508/14786/11991/140486/16201/64602/83557/75593/17975/20425/233744/636931/64930",22
"368","C1","C1","GO:1904029","regulation of cyclin-dependent protein kinase activity","14/1240","70/23239",1.64245790139384e-05,0.000236995963489166,0.00017082313871476,"11789/66165/12367/268697/12443/12447/12449/66671/12453/240665/23834/54124/15516/20460",14
"369","C1","C1","GO:0043044","ATP-dependent chromatin remodeling","10/1240","37/23239",1.67390079001568e-05,0.00024087840636811,0.00017362154535721,"56456/66471/93760/330409/50927/70645/59001/19231/20586/57376",10
"370","C1","C1","GO:0033002","muscle cell proliferation","29/1240","231/23239",1.70129858841171e-05,0.000244159337958546,0.000175986391677524,"11504/11789/12159/12166/268697/12387/13052/53817/13433/13614/14164/14180/14182/17300/15200/15902/16009/16468/545156/17268/78689/59027/17967/18479/19017/19091/19737/27401/20841",29
"371","C1","C1","GO:0045667","regulation of osteoblast differentiation","21/1240","140/23239",1.71074333644778e-05,0.000244853022009103,0.000176486388745187,"11481/11789/12159/12166/68588/12387/16007/13386/67141/14182/15111/15213/15399/15902/15903/16449/29806/114249/12393/20319/20666",21
"372","C1","C1","GO:0046546","development of primary male sexual characteristics","19/1240","119/23239",1.73142687982221e-05,0.000247147223974623,0.000178140015139603,"94246/71371/12125/237911/12443/14180/15364/97165/15395/15405/16542/218454/14725/56218/73296/140498/20319/20474/20682",19
"373","C1","C1","GO:0071478","cellular response to radiation","22/1240","151/23239",1.74083719386421e-05,0.000247824276123833,0.000178628024182031,"20877/12530/12649/13194/72162/13605/13665/60530/209334/56428/56349/18148/98415/11545/52033/18971/59001/19361/72440/19822/19893/20319",22
"374","C1","C1","GO:1902751","positive regulation of cell cycle G2/M phase transition","9/1240","30/23239",1.75790171266701e-05,0.000249584441023044,0.000179896724662461,"268697/12443/12530/12567/76843/226419/67141/18148/108911",9
"375","C1","C1","GO:0035136","forelimb morphogenesis","11/1240","45/23239",1.80970629873806e-05,0.000256254411901309,0.000184704339711202,"19378/12904/12387/14260/15405/15430/81896/14013/98711/12393/58198",11
"376","C1","C1","GO:1903706","regulation of hemopoiesis","42/1240","396/23239",1.86404791515489e-05,0.000263247192273203,0.000189744631005128,"11789/320940/12159/12484/12522/12977/12387/72162/14000/63953/70564/211651/14184/17300/14461/320332/15289/97165/15354/15402/15404/15405/15519/15902/16186/16449/16542/240354/17268/17536/76044/18102/21672/15170/93686/67588/56468/20662/20963/107829/269023/328365",42
"377","C1","C1","GO:0140013","meiotic nuclear division","24/1240","174/23239",1.88172867731492e-05,0.000265039238104568,0.000191036310783667,"20878/237911/12235/12317/12323/12447/107995/12617/268465/105988/211651/67141/60530/67121/78658/215387/72787/30939/19361/70099/64707/21973/21974/235559",24
"378","C1","C1","GO:1902806","regulation of cell cycle G1/S phase transition","19/1240","120/23239",1.9557057322731e-05,0.000274527451328716,0.000197875272679396,"11504/11792/12443/12544/52468/27214/233805/13205/52679/14056/14165/15902/381293/105837/57913/53317/19192/15170/19684",19
"379","C1","C1","GO:0035265","organ growth","27/1240","209/23239",1.95943322134808e-05,0.000274527451328716,0.000197875272679396,"11481/232339/11789/12125/12166/268697/12387/13052/53817/67603/13601/13614/14164/14165/14180/14182/17300/16468/16542/17268/17967/18479/56376/70235/19091/19736/20682",27
"380","C1","C1","GO:0035019","somatic stem cell population maintenance","12/1240","54/23239",2.15182717284125e-05,0.000300689533889132,0.000216732509707778,"11789/77578/14165/14184/14461/15364/21410/16590/18510/58198/20682/93840",12
"381","C1","C1","GO:0045785","positive regulation of cell adhesion","42/1240","399/23239",2.23100609451265e-05,0.000310935495062,0.000224117644968863,"11789/12317/12484/12522/12977/16007/56320/13482/63953/13612/13642/223601/14115/14260/14538/15117/15519/15510/15505/15891/16002/16186/16400/16480/16542/269152/16579/240354/108797/56349/114249/15170/19273/19353/64074/56468/20908/20963/76365/64930/11906/328365",42
"382","C1","C1","GO:0090102","cochlea development","11/1240","46/23239",2.26452720014163e-05,0.000314781136983039,0.000226889526032378,"330409/68588/233651/14048/14184/57265/17216/19353/20682/76365/93840",11
"383","C1","C1","GO:0031570","DNA integrity checkpoint","18/1240","111/23239",2.30414272241914e-05,0.000319451641150016,0.000230255955440868,"12189/12443/71702/23834/12649/269582/53817/76843/268465/209334/57913/72440/107829/77011/21973/21974/235559/27223",18
"384","C1","C1","GO:0051321","meiotic cell cycle","35/1240","309/23239",2.31824736440504e-05,0.000320570143359134,0.000231062155070634,"20878/237911/12235/12237/12317/12323/12447/107995/12530/12617/268465/105988/26909/211651/67141/60530/15364/67121/17345/17427/68298/78658/215387/72787/28114/30939/19361/68275/24061/13006/70099/64707/21973/21974/235559",35
"385","C1","C1","GO:0016358","dendrite development","33/1240","284/23239",2.34120027468087e-05,0.000322903206715725,0.000232743792173333,"11838/12160/12323/53872/107995/53883/12704/12808/18163/20430/56320/13690/13838/13845/14056/223254/270120/14260/216963/15387/93842/545156/16975/50772/17295/18479/56376/19091/19283/19353/93686/19876/235072",33
"386","C1","C1","GO:0048863","stem cell differentiation","28/1240","223/23239",2.35411107414245e-05,0.00032300204917629,0.000232815036337594,"19378/216285/12159/12166/23790/72162/13614/17075/17300/234267/15111/21410/15404/16392/16449/16468/243574/16590/16776/83557/18741/98711/12393/20347/20358/20666/20679/20682",28
"387","C1","C1","GO:0048011","neurotrophin TRK receptor signaling pathway","9/1240","31/23239",2.36016563239926e-05,0.00032300204917629,0.000232815036337594,"19716/12367/20430/76829/21770/20661/20662/24063/81907",9
"388","C1","C1","GO:0051294","establishment of spindle orientation","9/1240","31/23239",2.36016563239926e-05,0.00032300204917629,0.000232815036337594,"66165/12615/14048/14165/244329/67052/72080/70385/24063",9
"389","C1","C1","GO:0070371","ERK1 and ERK2 cascade","38/1240","348/23239",2.41330880563428e-05,0.000329425957787096,0.000237445293391591,"232339/11910/12159/73230/16007/217378/19252/63953/67603/13669/13836/13838/13841/13845/14062/14165/14182/14184/14538/15111/15289/85305/16542/16590/17295/52065/114249/18430/54635/27374/15170/26563/20358/26941/20682/114715/24063/20963",38
"390","C1","C1","GO:0048705","skeletal system morphogenesis","31/1240","260/23239",2.4781847991287e-05,0.000337414391881369,0.000243203236967124,"11481/216285/71371/12159/12824/12387/192170/14048/14184/14260/17300/15117/15399/15400/15402/15404/15426/15430/106633/16869/15531/23850/70235/98711/12393/212712/20319/268396/20474/20666/20682",31
"391","C1","C1","GO:0007264","small GTPase mediated signal transduction","47/1240","468/23239",2.50901350994674e-05,0.000340738151862333,0.000245598953349478,"27494/11857/59046/12558/12977/20430/217378/13433/75974/13605/14062/223254/14165/14235/23881/216963/16400/545156/381293/16211/212307/17295/56349/18226/74055/101497/74002/19334/67844/72433/69908/19353/217944/240168/73296/104215/69581/74194/19876/244668/20662/219140/24063/16765/21849/93840/22630",47
"392","C1","C1","GO:0008406","gonad development","27/1240","212/23239",2.53447001864118e-05,0.000343317239770016,0.000247457921261528,"11504/94246/71371/12125/12159/237911/12443/224045/14180/17300/14366/15364/97165/15387/15395/15405/16542/16590/14725/103468/56218/98711/73296/140498/20319/20474/20682",27
"393","C1","C1","GO:0048844","artery morphogenesis","14/1240","73/23239",2.70601309016303e-05,0.000364693642354459,0.000262865711884392,"12159/12166/320790/12387/13642/14048/17300/15111/15213/16449/14725/20586/20897/328365",14
"394","C1","C1","GO:0051145","smooth muscle cell differentiation","14/1240","73/23239",2.70601309016303e-05,0.000364693642354459,0.000262865711884392,"12159/12387/13433/14165/14180/15213/16590/114249/18741/20586/20682/76365/243931/93840",14
"395","C1","C1","GO:0031076","embryonic camera-type eye development","10/1240","39/23239",2.77130336518724e-05,0.000371002249666728,0.00026741286149038,"19378/93760/14165/15258/106633/30841/18741/98711/20666/20897",10
"396","C1","C1","GO:1901998","toxin transport","10/1240","39/23239",2.77130336518724e-05,0.000371002249666728,0.00026741286149038,"93760/12461/12462/12465/12466/12468/12469/50797/56447/21454",10
"397","C1","C1","GO:0017038","protein import","28/1240","225/23239",2.77378329788495e-05,0.000371002249666728,0.00026741286149038,"12159/12189/110750/66233/13605/14180/76936/15519/15516/15510/76582/230673/70572/226432/16480/16211/14725/103468/18141/18226/71805/68051/18767/107939/19384/20963/21849/22346",28
"398","C1","C1","GO:0003179","heart valve morphogenesis","11/1240","47/23239",2.81489149684956e-05,0.000374613379655919,0.00027001570986796,"12159/12166/16007/233651/14464/15213/16449/19876/268902/20682/20897",11
"399","C1","C1","GO:0003197","endocardial cushion development","11/1240","47/23239",2.81489149684956e-05,0.000374613379655919,0.00027001570986796,"12159/12160/12166/233651/14464/15213/16392/16449/19876/268902/20682",11
"400","C1","C1","GO:0055006","cardiac cell development","17/1240","103/23239",3.05031302702407e-05,0.000404929054337445,0.000291866793848935,"11464/12159/13052/53817/13614/16449/17295/109272/77579/74103/18479/56376/18741/64082/19091/19736/20541",17
"401","C1","C1","GO:0016569","covalent chromatin modification","44/1240","433/23239",3.3970715457191e-05,0.000449836656054075,0.000324235520153161,"56456/94246/20877/22385/331623/12189/78656/268697/12649/12387/74322/13194/66233/13433/13435/13626/14048/14056/14461/15181/15161/15201/59026/16002/16392/16468/30841/75605/77035/23942/55982/59001/27374/214572/20586/20937/64707/27878/108143/81004/21849/18140/14479/22367",44
"402","C1","C1","GO:0031110","regulation of microtubule polymerization or depolymerization","15/1240","84/23239",3.42090711240132e-05,0.000451866088727637,0.000325698304809929,"11789/80986/76686/14228/74187/212307/17295/18479/19353/66468/66140/219114/16765/20257/22153",15
"403","C1","C1","GO:0051972","regulation of telomerase activity","11/1240","48/23239",3.47695530180098e-05,0.000458129842495365,0.000330213124653216,"20877/12461/12387/245474/219150/53379/11991/15519/15516/208084/21454",11
"404","C1","C1","GO:0045747","positive regulation of Notch signaling pathway","10/1240","40/23239",3.51940759088038e-05,0.000462575601672644,0.000333417561241299,"53870/14048/14165/14464/16449/16590/224143/19876/268902/328365",10
"405","C1","C1","GO:0034728","nucleosome organization","20/1240","136/23239",3.60537444629809e-05,0.000472704649625749,0.000340718427205714,"66471/93760/14312/12615/27221/110749/320332/17216/53605/50927/18148/70645/59001/19231/19646/56086/20586/57376/20682/114741",20
"406","C1","C1","GO:0120031","plasma membrane bounded cell projection assembly","48/1240","489/23239",3.69815786574897e-05,0.000483675326776528,0.000348625926882636,"11603/108897/68743/11789/277939/207607/53883/12808/23790/20430/56320/75974/13836/214459/14432/234267/15519/81896/106633/320299/16590/16776/17427/77579/18536/70235/11758/216363/19353/108911/19684/19726/104215/19893/212892/24050/235072/26941/71982/219140/231637/20460/70415/67046/264134/209012/93840/74682",48
"407","C1","C1","GO:0051099","positive regulation of binding","26/1240","205/23239",3.81712488700086e-05,0.000498008185503061,0.000358956836651627,"11603/12159/67849/68588/12387/13665/55944/13806/13838/17300/15111/15258/219150/97165/15400/15516/16392/17295/18102/11545/18741/19384/20586/233744/16765/21849",26
"408","C1","C1","GO:0003170","heart valve development","12/1240","57/23239",3.82655110928698e-05,0.000498014372311614,0.000358961296010512,"12159/12166/16007/233651/14464/15213/16449/18741/19876/268902/20682/20897",12
"409","C1","C1","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","13/1240","66/23239",3.87680127854462e-05,0.000503320654989534,0.000362785985041519,"11789/66165/12367/268697/12443/12447/12449/66671/12453/240665/23834/54124/20460",13
"410","C1","C1","GO:0051101","regulation of DNA binding","19/1240","126/23239",3.93576829223653e-05,0.000509729991018926,0.000367405738397227,"67849/12387/17300/15111/15213/15258/97165/15902/15903/16392/18102/11545/18741/12395/20586/20666/20610/21849/242466",19
"411","C1","C1","GO:0070372","regulation of ERK1 and ERK2 cascade","36/1240","330/23239",3.9885866161872e-05,0.000515313745303017,0.000371430424803602,"232339/11910/12159/73230/16007/217378/19252/63953/67603/13669/13836/13838/13841/13845/14062/14165/14182/14184/14538/15111/15289/85305/16542/16590/17295/52065/114249/54635/27374/15170/26563/20358/26941/114715/24063/20963",36
"412","C1","C1","GO:0048839","inner ear development","26/1240","206/23239",4.15104971895509e-05,0.000535001796302221,0.000385621276906507,"12159/73230/330409/320790/12824/68588/233651/14048/14165/14180/14182/14184/57265/14461/15213/16449/17216/171166/18510/19353/26563/20474/26941/20682/76365/93840",26
"413","C1","C1","GO:0051785","positive regulation of nuclear division","14/1240","76/23239",4.33210532465322e-05,0.000556984970312557,0.000401466419279702,"56208/11799/12323/67849/229841/13614/67141/16002/17295/68501/18226/108907/19385/68612",14
"414","C1","C1","GO:0043405","regulation of MAP kinase activity","33/1240","293/23239",4.39125876243285e-05,0.000563226667355517,0.000405965340966332,"12159/12484/19252/63953/67603/18218/13614/13838/319955/14056/14062/14164/14165/14182/14366/71111/15234/85305/16590/26399/17295/18226/18479/54635/74055/21672/15170/19876/20319/114715/24063/20963/93840",33
"415","C1","C1","GO:0044344","cellular response to fibroblast growth factor stimulus","15/1240","86/23239",4.55313752904475e-05,0.000582582175403076,0.000419916501093385,"12387/14164/14165/14176/14180/14182/14184/399558/71436/15531/12393/20419/20662/24063/636931",15
"416","C1","C1","GO:0043523","regulation of neuron apoptotic process","30/1240","256/23239",4.60858343077666e-05,0.000588259086957309,0.000424008333863966,"11603/211064/12125/11799/12367/12387/70433/13841/14062/14184/15258/15516/15510/15505/16392/30841/16542/381293/17242/17865/18039/18008/18148/11545/18546/19017/21672/56086/20474/107449",30
"417","C1","C1","GO:0099175","regulation of postsynapse organization","18/1240","117/23239",4.75286091704285e-05,0.000605220418932795,0.000436233807758875,"11838/239027/12323/53872/12404/12558/56320/112405/13838/13841/14432/15387/545156/16975/56376/231637/22346/241514",18
"418","C1","C1","GO:0030902","hindbrain development","22/1240","161/23239",4.76741309720188e-05,0.000605621137467511,0.000436522639673282,"19378/12160/12404/12387/14056/17300/114142/14366/14461/14712/21410/15399/30841/381293/16869/110648/17242/77579/93686/19823/55994/20586",22
"419","C1","C1","GO:0021987","cerebral cortex development","17/1240","107/23239",5.03858024987169e-05,0.000638540838348894,0.000460250666713565,"12558/12387/71877/14182/15387/381293/16975/244329/17242/13865/18992/19353/19823/19876/21335/64930/22627",17
"420","C1","C1","GO:0051383","kinetochore organization","7/1240","20/23239",5.0775039708139e-05,0.00064041677161572,0.000461602811298396,"12615/12617/229841/26886/67052/19822/70099",7
"421","C1","C1","GO:0061323","cell proliferation involved in heart morphogenesis","7/1240","20/23239",5.0775039708139e-05,0.00064041677161572,0.000461602811298396,"12159/12387/14048/15111/16392/18741/20682",7
"422","C1","C1","GO:0007265","Ras protein signal transduction","41/1240","400/23239",5.10911774505571e-05,0.000642877138062697,0.000463376206560802,"11857/59046/12558/12977/20430/217378/13433/13605/14062/223254/14165/14235/216963/16400/545156/381293/16211/212307/17295/56349/18226/74055/101497/74002/19334/67844/72433/69908/19353/240168/73296/104215/69581/74194/19876/20662/219140/24063/16765/21849/93840",41
"423","C1","C1","GO:0035137","hindlimb morphogenesis","11/1240","50/23239",5.21123511703125e-05,0.000651647439765636,0.000469697708591109,"12159/12166/320790/12387/14260/14734/15430/14013/18741/58198/20586",11
"424","C1","C1","GO:0048644","muscle organ morphogenesis","16/1240","97/23239",5.21563393409407e-05,0.000651647439765636,0.000469697708591109,"11464/110532/71371/12166/320790/12387/109620/112405/17300/57265/15213/16392/14725/109272/18741/93840",16
"425","C1","C1","GO:0055013","cardiac muscle cell development","16/1240","97/23239",5.21563393409407e-05,0.000651647439765636,0.000469697708591109,"11464/12159/13052/53817/13614/17295/109272/77579/74103/18479/56376/18741/64082/19091/19736/20541",16
"426","C1","C1","GO:0003203","endocardial cushion morphogenesis","9/1240","34/23239",5.31258188277448e-05,0.000661627641577424,0.000476891288487564,"12160/12166/233651/14464/15213/16392/19876/268902/20682",9
"427","C1","C1","GO:0001889","liver development","18/1240","118/23239",5.33289323154685e-05,0.000661627641577424,0.000476891288487564,"20878/12159/207607/12443/12808/52679/108961/14056/14235/15234/21410/16004/16468/17295/17345/18746/20586/20682",18
