,status,family,pval,qval,genes,num_cells_expressed,C1,C3,C2,C4,cluster
Amh,OK,negbinomial.size,1.66581606230913e-08,1.79009122886235e-07,Amh,27,0.226644485642395,0,0.207715414301638,19.0766522221045,C4
Amhr2,OK,negbinomial.size,4.97971727755448e-74,1.73119198219414e-71,Amhr2,313,26.7165673088788,216.301631012657,2.83942805577109,244.228657411802,C4
Amot,OK,negbinomial.size,0.000825645320341183,0.00379566681756563,Amot,223,7.91784187084909,2.64772251295498,7.81656627409813,7.22132966649469,C1
Amotl1,OK,negbinomial.size,0.000224891008117913,0.00120494742560936,Amotl1,340,20.506397896119,11.7793078908044,29.2431520131882,15.8693383608976,C2
Amotl2,OK,negbinomial.size,4.27001197541829e-07,3.8063176742762e-06,Amotl2,298,12.9423326910252,10.9483067267983,1.84982526188549,1.79654962419035,C1
Ampd3,OK,negbinomial.size,0.00943056448825661,0.0302130388573959,Ampd3,26,0.379227191097828,0.76970551692329,4.60800843802966,0.181715971631083,C2
Amph,OK,negbinomial.size,4.10648523613209e-17,1.03167421078842e-15,Amph,78,7.71316763348801,10.7226854200431,0.055074845633546,0,C3
Angpt1,OK,negbinomial.size,6.92847433274927e-20,2.11187121663872e-18,Angpt1,87,9.49530134204617,0.272767301719085,15.0537338989531,0.226467769251777,C2
Angptl1,OK,negbinomial.size,1.23559129806e-13,2.31345136345644e-12,Angptl1,60,0.896978788905591,3.59116810832637,8.61771085552098,56.9967591131335,C4
Angptl2,OK,negbinomial.size,7.92357368449106e-05,0.00047033192572039,Angptl2,155,7.26858508491226,7.25786195023417,22.0117843177342,3.26312654782258,C2
Angptl4,OK,negbinomial.size,1.28564379156812e-07,1.22953428185433e-06,Angptl4,200,9.05948910720672,32.7821332351829,33.9519496642392,30.2301701231986,C2
Angptl6,OK,negbinomial.size,2.07350887660361e-07,1.93833900288897e-06,Angptl6,45,1.1506931861549,1.27752690939327,7.415465997664,55.3242530623902,C4
Angptl7,OK,negbinomial.size,2.32601570029318e-06,1.88173207250762e-05,Angptl7,15,4.92165577223937,0.0671374397523801,4.67845088147647,0.00350288179831442,C1
Ank,OK,negbinomial.size,0.000229223574843385,0.00122446131362561,Ank,32,1.17529474874559,4.70131669750427,0.113611091799319,0,C3
Ank2,OK,negbinomial.size,2.04675909170338e-17,5.27604452837286e-16,Ank2,195,1.20704874566814,0.393035911716128,2.54698865554984,8.48337179157002,C4
Ank3,OK,negbinomial.size,0.000692419667829342,0.00325414475238905,Ank3,268,1.83329820875378,2.15837533569315,5.09777017760927,1.83616839369739,C2
Ankdd1b,OK,negbinomial.size,0.0123243408067838,0.0377357761955869,Ankdd1b,21,1.16694479604543,0.748193124468598,5.97031889342711,0,C2
Ankfy1,OK,negbinomial.size,0.00257023120980709,0.0101010950356702,Ankfy1,275,11.0382367475514,5.96680026081772,9.4675276390299,4.08366469632442,C1
Ankib1,OK,negbinomial.size,1.08130427552705e-05,7.65061435429287e-05,Ankib1,174,3.68622580967403,6.18666477187181,18.5252684909231,10.7770744510587,C2
Ankmy2,OK,negbinomial.size,0.00133357841297046,0.00575829801175369,Ankmy2,334,33.7177234968327,54.4844240144893,74.3002073360027,71.757470985071,C2
Ankrd10,OK,negbinomial.size,0.0114438224710215,0.035552596771147,Ankrd10,331,44.7245470256331,25.3688506429839,29.393616861669,29.4013078537306,C1
Ankrd13d,OK,negbinomial.size,0.0114482512497933,0.035552596771147,Ankrd13d,20,1.2290800859049,2.45101934669906,0,0.0281551962839836,C3
Ankrd26,OK,negbinomial.size,0.00693384597963411,0.0233237606788791,Ankrd26,243,12.596464678522,5.60613758177349,9.24704067389933,7.54321621857311,C1
Ankrd35,OK,negbinomial.size,0.00459722565175522,0.0165524340235684,Ankrd35,27,0.740351015506245,0.47470585793338,6.50430573065784,0.111075666957516,C2
Ankrd44,OK,negbinomial.size,0.0130281654327805,0.039598603960741,Ankrd44,95,1.5196119496932,0.52927935252151,1.90329382776975,0.0149128099107124,C2
Ankrd45,OK,negbinomial.size,3.32645154434392e-09,3.9508906938962e-08,Ankrd45,48,4.70684961637312,3.83132986040851,0.0767307482921454,0,C1
Ankrd6,OK,negbinomial.size,1.18776145598983e-14,2.40222886924483e-13,Ankrd6,52,5.2658430529662,1.42457005391699,0.00694875152240283,0.00183088824739892,C1
Anln,OK,negbinomial.size,0.000252692614788561,0.00133926044665235,Anln,123,11.6096436879338,3.14075268146218,8.52915007331281,8.73338626368702,C1
Ano1,OK,negbinomial.size,0.0014168464988332,0.00606687633638197,Ano1,163,5.46699758081097,11.6065809072295,6.06355664613796,22.1813185538763,C4
Anp32e,OK,negbinomial.size,9.55855085628303e-06,6.83824469768458e-05,Anp32e,342,41.2629308898429,19.157173676428,14.6394772334371,14.8872013721912,C1
Anpep,OK,negbinomial.size,5.46389288216808e-11,7.80044996041377e-10,Anpep,108,1.10487330407378,11.0742735157641,5.96759904688779,0.0119754032029646,C3
Antxr1,OK,negbinomial.size,1.28726949417594e-09,1.60447165732414e-08,Antxr1,180,13.3535638493683,4.87626119857617,32.3981811725632,6.66181350379782,C2
Anxa1,OK,negbinomial.size,1.32892671317779e-26,6.75651553818415e-25,Anxa1,85,1.12144249916407,25.0387057919765,34.3403598529201,41.908912545383,C4
Anxa2,OK,negbinomial.size,7.75456711199295e-29,4.41358392750289e-27,Anxa2,496,152.017863626618,532.040374557758,120.408300682364,251.152793952379,C3
Anxa3,OK,negbinomial.size,4.5788078864627e-09,5.35916340705821e-08,Anxa3,124,20.2028812315016,11.8231478642526,5.10198543280158,133.783850132814,C4
Anxa4,OK,negbinomial.size,2.13645978728772e-12,3.5782919588388e-11,Anxa4,192,6.14770237647304,29.5800075666173,13.9837361041652,36.0251231834311,C4
Anxa6,OK,negbinomial.size,7.58570121647406e-08,7.48847849175026e-07,Anxa6,375,67.1128499099461,112.297478181075,140.656982480979,27.1425561130158,C2
Anxa7,OK,negbinomial.size,0.0026204675846251,0.0102734149774559,Anxa7,184,9.19026736137564,21.991511913089,10.5563462191192,25.096368939945,C4
Ap1b1,OK,negbinomial.size,6.45125272702005e-09,7.36966819073347e-08,Ap1b1,293,30.40074738043,38.1621890126856,5.36633531998778,19.9421946154338,C3
Ap1g1,OK,negbinomial.size,0.00740227612067191,0.0247120367869719,Ap1g1,256,9.78633168462597,6.18692709238645,4.73839153739936,2.28171968047875,C1
Ap1s2,OK,negbinomial.size,1.70197162873282e-10,2.31666254607305e-09,Ap1s2,115,5.52827176141205,1.02532068738363,18.4858417389765,1.40708201499189,C2
Ap2b1,OK,negbinomial.size,0.00212255760011663,0.00857489271680283,Ap2b1,351,10.0030721508313,8.78623722765899,5.56831519157423,1.41197525251489,C1
Ap4b1,OK,negbinomial.size,0.00109610174940695,0.0048677569047901,Ap4b1,62,8.08164852602987,1.95481542576408,2.25135615738196,0.57311523593859,C1
Apaf1,OK,negbinomial.size,0.00544832987097263,0.0191532842662807,Apaf1,175,4.46149739182734,1.37965004033109,4.09011590369175,2.20654553402973,C1
Apba2,OK,negbinomial.size,7.79159650548109e-06,5.67515888165364e-05,Apba2,16,1.3590363502251,0.00718899065997872,0,0,C1
Apba3,OK,negbinomial.size,0.00805556811401202,0.02659619421215,Apba3,105,2.73351533072713,9.52866458342453,13.4539607047003,3.48975530001405,C2
Apc,OK,negbinomial.size,0.000476869430286896,0.00234389433770743,Apc,293,7.97477019934912,5.92740779894402,2.78188571231305,3.06093194461395,C1
Apeh,OK,negbinomial.size,0.000151993583635081,0.000845263063682681,Apeh,150,5.18457213190651,15.0867855787115,7.28518692882778,11.9655111982872,C3
Apex1,OK,negbinomial.size,7.35936384314117e-05,0.000440910559451909,Apex1,444,230.728840321627,171.043245796265,89.9414790259802,127.973635676735,C1
Apex2,OK,negbinomial.size,0.00834322056753703,0.0274122212414378,Apex2,148,4.37347033799109,2.30281516478059,0.779023792448548,2.05391137333844,C1
Aplp1,OK,negbinomial.size,1.77155121478277e-08,1.8957956136232e-07,Aplp1,78,10.7191212107113,0.498936364986664,2.61797807927763,0.0121006235030323,C1
Aplp2,OK,negbinomial.size,0.000170905163380052,0.00093826424095502,Aplp2,491,64.9849135315777,123.321937432374,97.731397948085,96.4166408419234,C3
Apmap,OK,negbinomial.size,0.00329982431946312,0.012531171243711,Apmap,94,12.1510775410363,21.5694289294838,5.97418501024669,5.2150609635793,C3
Apoa1,OK,negbinomial.size,1.73276587279494e-37,1.47606406766631e-35,Apoa1,60,0.13987864644717,1.30361174907344,0.0509629578491928,154.455248481652,C4
Apoa4,OK,negbinomial.size,1.10096757425704e-30,7.15239692306481e-29,Apoa4,15,0,0.00108453834456965,0.0031877793962325,40.2082176559736,C4
Apobec3,OK,negbinomial.size,0.00119870500951061,0.00525705507580461,Apobec3,127,1.52241853005804,6.30273231308932,2.93866643387678,5.77732843943983,C3
Apoc1,OK,negbinomial.size,5.83248322133796e-05,0.000357764576423797,Apoc1,137,6.46991216247665,41.4242604876206,2.02571893554851,3.421776768888,C3
Apoe,OK,negbinomial.size,0.00191817559489061,0.0078332307686777,Apoe,289,29.073759367467,58.332301101275,43.9401873722738,18.1032997532965,C3
Apold1,OK,negbinomial.size,0.00603146741419281,0.020805246808464,Apold1,12,0.00582054257120081,1.173984046571,0.0667108970329503,0,C3
Aqp5,OK,negbinomial.size,0.00511491333248873,0.0181849447749592,Aqp5,28,0.472788196712554,5.25986813369965,0,2.38021573864414,C3
Aqr,OK,negbinomial.size,0.0117694397661517,0.0363656746846048,Aqr,260,6.67892808557335,3.73264593154155,8.62222763545905,8.75941786952245,C4
Ar,OK,negbinomial.size,2.33503808546558e-48,3.30061482344437e-46,Ar,72,0.17686429647612,0.105574717318128,21.6555761600322,4.56994338901584,C2
Arap1,OK,negbinomial.size,4.02227566145334e-11,5.83956341233344e-10,Arap1,196,9.74734933330661,4.07413124114648,20.7059185870223,0.720046070662347,C2
Arap2,OK,negbinomial.size,1.66269552733027e-11,2.54610149619635e-10,Arap2,50,0.131549889749325,2.52373538282925,5.28680781605758,4.00650017427651,C2
Arc,OK,negbinomial.size,7.74727819895774e-08,7.64211959150256e-07,Arc,31,5.78876526185571,2.66204833629711,0.0566615144926446,0.0279419066363576,C1
Arf3,OK,negbinomial.size,0.000652786911030088,0.00308478987383542,Arf3,238,16.9025246547252,18.8366711581183,3.65953672992563,13.7492056574986,C3
Arfgef1,OK,negbinomial.size,0.0104917775165945,0.0330611793718656,Arfgef1,293,5.97037821787696,9.86470251103564,4.37004677187438,4.8676859291638,C3
Arfgef2,OK,negbinomial.size,0.0104608950991454,0.0329961975626059,Arfgef2,92,1.42040557614529,1.91655627262407,0.113831821372923,4.20213830122388,C4
Arg1,OK,negbinomial.size,1.63493838003776e-18,4.59174942847723e-17,Arg1,55,16.0938668414977,2.75025830635614,0,0,C1
Arhgap1,OK,negbinomial.size,0.000523999416433985,0.00254924526989045,Arhgap1,423,62.0390232034095,59.8900570486581,28.2782318211537,84.8772032812075,C4
Arhgap12,OK,negbinomial.size,0.000288133035913801,0.00150967626922983,Arhgap12,332,11.8575237270283,23.7857555704149,15.4213487559455,24.7060336464115,C4
Arhgap18,OK,negbinomial.size,0.000673297914818917,0.00317239233637939,Arhgap18,108,7.53394884049398,5.26684101401668,1.16333890142095,25.1855045340269,C4
Arhgap21,OK,negbinomial.size,0.000848729215144433,0.00389613266395642,Arhgap21,262,4.33621134329124,8.9157064681191,11.4573332423601,3.69873070826363,C2
Arhgap22,OK,negbinomial.size,0.000217128744068679,0.00116796012874936,Arhgap22,44,2.61293844634514,1.90748648236598,0.0439034034203289,0,C1
Arhgap24,OK,negbinomial.size,0.000105461329746578,0.000608317975125667,Arhgap24,109,2.79183153439556,1.05036858757795,6.29148873554851,0.260291815914888,C2
Arhgap26,OK,negbinomial.size,0.00361411277162841,0.0135251516381635,Arhgap26,111,0.486466889599477,1.53877679267075,0.0301052898978373,0.837174848350467,C3
Arhgap28,OK,negbinomial.size,2.05294076615111e-07,1.92190517285311e-06,Arhgap28,218,22.0651407920161,5.74339236589811,14.9952514274297,23.6122265258927,C4
Arhgap29,OK,negbinomial.size,1.34923663836511e-13,2.50436232024393e-12,Arhgap29,402,33.5182312852945,90.4781615925712,34.8824947422921,107.207461526522,C4
Arhgap31,OK,negbinomial.size,3.2795151772436e-19,9.58736448292827e-18,Arhgap31,94,1.11945759224821,1.06786314699727,5.97260714634624,25.9703612987043,C4
Arhgap36,OK,negbinomial.size,1.10136201417117e-12,1.87888853956018e-11,Arhgap36,24,3.42227338322352,0.0448908594075767,0.000797911522749408,0,C1
Arhgap42,OK,negbinomial.size,0.00010859825169028,0.000623894288294809,Arhgap42,246,5.63481898888754,5.18626634300328,8.36200432173797,31.012954279794,C4
Arhgap6,OK,negbinomial.size,0.000228355912856845,0.00122146141356749,Arhgap6,50,0.162042177324196,0.470148504107232,3.01159746529985,0.130993963892747,C2
Arhgdib,OK,negbinomial.size,0.0011342337018123,0.00501362477883561,Arhgdib,42,13.3734609434272,3.38252856469647,1.54183117905275,5.72759472686401,C1
Arhgdig,OK,negbinomial.size,3.60766500324854e-05,0.000232143046207033,Arhgdig,123,0.520242691877552,5.59699712946866,0.324435164669184,4.31052321797821,C3
Arhgef17,OK,negbinomial.size,2.67821716474548e-06,2.12522562554726e-05,Arhgef17,280,3.05940309121267,7.78133884142505,13.0280918196102,8.95660165330959,C2
Arhgef18,OK,negbinomial.size,0.00181944114762485,0.00749438781694684,Arhgef18,146,4.89014441620693,6.20919612736686,1.01287240295942,2.704587350965,C3
Arhgef25,OK,negbinomial.size,0.000224914776404266,0.00120494742560936,Arhgef25,119,13.7923080214205,6.50128444002123,26.4202722452535,0.0173554324280832,C2
Arhgef26,OK,negbinomial.size,0.000146868926427105,0.000820310464885738,Arhgef26,73,2.93755079795371,1.42029032583864,7.08525394386987,0.627701776303086,C2
Arhgef28,OK,negbinomial.size,4.6404634307639e-10,6.07844003155967e-09,Arhgef28,72,2.00271179973738,1.68939099470748,0.0657120803116233,16.3615525907677,C4
Arhgef40,OK,negbinomial.size,0.00151076703862436,0.0064156475463272,Arhgef40,185,2.30974007250766,0.45472431825991,3.61375224314098,1.92034205694242,C2
Arhgef6,OK,negbinomial.size,5.62520704558004e-13,9.7779781388238e-12,Arhgef6,18,0.127453730961048,0.00746710365948733,4.17105734292059,5.25151457045203,C4
Arid1a,OK,negbinomial.size,0.00126426593112973,0.00549586099091641,Arid1a,498,26.3308257919532,17.379102856023,12.8978040618157,14.7585152048659,C1
Arid2,OK,negbinomial.size,0.00116767677726901,0.00513673953009961,Arid2,369,16.1624241466596,8.62877488467344,18.1052191422593,18.2410306103325,C4
Arid3a,OK,negbinomial.size,8.95338697917681e-05,0.000524919857398137,Arid3a,147,4.23408976278409,1.30570562640112,0.186804381951736,0.601163025888201,C1
Arid3b,OK,negbinomial.size,0.00758137745979599,0.025189533291016,Arid3b,101,2.22126754390166,0.559361680875627,0.670635809500042,0.0387121381205395,C1
Arid4b,OK,negbinomial.size,0.000739909907301449,0.00344585848574169,Arid4b,487,23.6853499597354,18.9345102964801,9.81914695078023,19.6607215223357,C1
Arid5b,OK,negbinomial.size,0.000306307007898677,0.00158744038783267,Arid5b,294,16.806215514601,7.95256869704191,15.0253880279124,1.63484338373199,C1
Arih1,OK,negbinomial.size,0.00875594888152359,0.0284198260063179,Arih1,357,11.8921244038801,14.2502203914283,5.74070774592734,6.96964068631348,C3
Arl4d,OK,negbinomial.size,2.32254529563609e-10,3.11521377870354e-09,Arl4d,41,2.78824589485216,12.6179423962821,0,16.1100932727984,C4
Arl5a,OK,negbinomial.size,0.000288316195621418,0.00151002085679084,Arl5a,337,40.7082347382987,25.8384362967399,55.6743614068012,21.0305967787792,C2
Arl6ip1,OK,negbinomial.size,0.00443448188487012,0.0160271819289363,Arl6ip1,453,101.912171575412,159.444627441998,90.4069958920008,101.630021296237,C3
Armc8,OK,negbinomial.size,0.0067213205343021,0.0227516700086126,Armc8,171,5.32550591023587,4.25300222153831,14.1055043563021,6.06687579898282,C2
Armcx5,OK,negbinomial.size,0.000283476360495717,0.00148770151981086,Armcx5,179,4.60154565518428,7.08888482219461,3.27188236250943,35.3763372544465,C4
Armcx6,OK,negbinomial.size,0.00718955156240305,0.0240700942404297,Armcx6,182,8.56392642872185,12.3116330736446,25.1972427349761,2.62542915128046,C2
Arnt2,OK,negbinomial.size,0.000312712819287402,0.00161608075311123,Arnt2,120,5.265405772093,1.82619180726622,6.29303966666965,18.0577938278999,C4
Arpc1a,OK,negbinomial.size,3.55472710569537e-05,0.000228851124927725,Arpc1a,411,64.3922583314127,88.3450255515479,49.3109969413769,15.8444773741246,C3
Arpc4,OK,negbinomial.size,0.0026747625950887,0.0104575900488225,Arpc4,487,56.4831659380089,98.9387432319378,59.532689398155,102.434742581939,C4
Arpp19,OK,negbinomial.size,0.00844005232434603,0.0276186623587138,Arpp19,508,47.0957277625599,27.6303218258204,29.5709697088552,32.6670945829949,C1
Arrb1,OK,negbinomial.size,0.000254358621753752,0.00134698021886312,Arrb1,46,0.841582895422847,0.0832023107509396,0.273379773364706,2.93116924630162,C4
Arrdc2,OK,negbinomial.size,2.93108536339969e-10,3.91511433327209e-09,Arrdc2,12,0.0244379416887411,4.12344184009815,0.00311341166316981,0.0903852210441877,C3
Arrdc4,OK,negbinomial.size,6.17619160187393e-05,0.000376335161415937,Arrdc4,89,1.79892153490735,9.99743380352903,2.32261340291758,3.86601091903349,C3
Arsg,OK,negbinomial.size,1.57094190689564e-06,1.2994871863922e-05,Arsg,18,0.0675039471323726,3.80285569561377,0.921697743402044,2.00269467789489,C3
Art3,OK,negbinomial.size,5.55701529564198e-08,5.58000684994869e-07,Art3,22,0.21974796626108,1.95804665543662,0.00683196037161176,12.1260492150451,C4
Art5,OK,negbinomial.size,0.000104747392481655,0.000605013789623498,Art5,22,4.14616002155268,0.513985999889294,0.0130316026475506,0,C1
Arx,OK,negbinomial.size,0.0014165241329149,0.00606687633638197,Arx,64,3.05408518883006,1.02095781884701,9.24930421773855,0.242686099459806,C2
Arxes2,OK,negbinomial.size,2.62044061131161e-08,2.75606930362235e-07,Arxes2,336,38.2657605889142,63.1541984538407,60.3263711293697,293.808553826199,C4
As3mt,OK,negbinomial.size,9.43700698977089e-06,6.75880962747344e-05,As3mt,223,32.9128127811887,59.0959023263748,14.2231907790816,86.9765581339547,C4
Asah1,OK,negbinomial.size,0.00147135325523879,0.0062648185773375,Asah1,293,22.7052980340048,39.3336654493281,39.4649863649885,57.345247187958,C4
Asb1,OK,negbinomial.size,0.00623351418948433,0.021364872490128,Asb1,113,3.23039386738953,0.563397602569011,2.91288619837001,0.442410511811514,C1
Asb13,OK,negbinomial.size,0.0138022821346219,0.0415468170793079,Asb13,87,5.89507176867968,1.873513145359,2.77555500660264,15.1144397997304,C4
Asb4,OK,negbinomial.size,1.46648045445558e-116,9.43166904283103e-114,Asb4,159,109.475115063601,4.9366402710718,6.82380614329754,0.00288219195129,C1
Asb6,OK,negbinomial.size,0.00907619589540582,0.0292525952900539,Asb6,86,2.99168240903533,6.26516817162355,1.22024442478228,3.25253294595091,C3
Asf1b,OK,negbinomial.size,1.06999483395472e-08,1.18751885670057e-07,Asf1b,118,22.9081692441367,3.1365336139127,14.8449599051154,30.7079766965158,C4
Ash2l,OK,negbinomial.size,0.000197680591039915,0.00106883793297454,Ash2l,233,9.26095682625186,9.28231617976319,0.876941137292175,4.89824961319758,C3
Asl,OK,negbinomial.size,4.54551415608241e-08,4.63303871550618e-07,Asl,235,11.3284574555491,28.464349411329,7.19828539465406,37.7175184915497,C4
Asns,OK,negbinomial.size,6.42787133728268e-29,3.70769995567117e-27,Asns,210,44.5420308397203,133.519468589587,9.28201416911662,30.7912804530294,C3
Asnsd1,OK,negbinomial.size,0.00515864751639997,0.0183100670539329,Asnsd1,266,23.591064724451,15.5474072285573,16.824387697526,3.85138310482494,C1
Asphd2,OK,negbinomial.size,3.45076243984232e-09,4.09098223628495e-08,Asphd2,30,5.04674643719659,4.61827271193221,0.00172326724704907,0,C1
Aspm,OK,negbinomial.size,2.22178355214319e-10,2.98317346881188e-09,Aspm,101,4.51795285333452,0.432303261666348,4.95246253390384,2.98821918161623,C2
